business_id,date,code,description,critical
FA0016023,20140707,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0009156,20140707,K039,"Standard not met: Thermometers provided and accurate",false

FA0009026,20140707,K047,"Standard not met: Signs posted; last inspection report available",false

FA0014945,20140707,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0017215,20140730,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0007369,20140731,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0018648,20160427,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0010574,20150924,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0005445,20160511,K030,"Standard not met: Food storage; food storage containers identified",false

FA0011526,20150224,K047,"Standard not met: Signs posted; last inspection report available",false

FA0007711,20150728,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0007811,20150720,K047,"Standard not met: Signs posted; last inspection report available",false

FA0026573,20150203,K047,"Standard not met: Signs posted; last inspection report available",false

FA0016618,20150409,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0028831,20150812,K047,"Standard not met: Signs posted; last inspection report available",false

FA0001201,20150311,K039,"Standard not met: Thermometers provided and accurate",false

FA0009499,20150203,K030,"Standard not met: Food storage; food storage containers identified",false

FA0011757,20150609,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0028434,20141229,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0013977,20150325,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0007964,20150513,K030,"Standard not met: Food storage; food storage containers identified",false

FA0000874,20150121,K047,"Standard not met: Signs posted; last inspection report available",false

FA0000805,20150506,K047,"Standard not met: Signs posted; last inspection report available",false

FA0015468,20150603,K039,"Standard not met: Thermometers provided and accurate",false

FA0002791,20150812,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0010130,20151103,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0028771,20150513,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0014372,20140602,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0014372,20140602,K047,"Standard not met: Signs posted; last inspection report available",false

FA0016607,20140602,K047,"Standard not met: Signs posted; last inspection report available",false

FA0010008,20140530,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0002492,20140530,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0002492,20140530,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0026336,20140603,K047,"Standard not met: Signs posted; last inspection report available",false

FA0015106,20140617,K039,"Standard not met: Thermometers provided and accurate",false

FA0006926,20140617,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0027840,20140619,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0015329,20140709,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0006911,20140710,K030,"Standard not met: Food storage; food storage containers identified",false

FA0003210,20140710,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0009962,20140711,K030,"Standard not met: Food storage; food storage containers identified",false

FA0009962,20140711,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0005716,20140711,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0005716,20140711,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0007080,20140724,K030,"Standard not met: Food storage; food storage containers identified",false

FA0004108,20140806,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0003511,20140806,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0004772,20140815,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0004772,20140815,K039,"Standard not met: Thermometers provided and accurate",false

FA0006607,20140814,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0016804,20150316,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0009594,20151104,K005,"Standard not met: Hands clean and properly washed; gloves used properly",true

FA0010130,20151103,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0003198,20151113,K005,"Standard not met: Hands clean and properly washed; gloves used properly",true

FA0003083,20150713,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0005150,20150116,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0004630,20150930,K021,"Standard not met: Hot and cold water available",false

FA0009892,20150129,K013,"Standard not met: Food in good condition, safe and unadulterated",true

FA0005561,20151201,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0000455,20150421,K021,"Standard not met: Hot and cold water available",false

FA0014561,20150723,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0007945,20150918,K013,"Standard not met: Food in good condition, safe and unadulterated",false

FA0004123,20150915,K021,"Standard not met: Hot and cold water available",false

FA0014532,20150107,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0004204,20150211,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0024202,20151013,K005,"Standard not met: Hands clean and properly washed; gloves used properly",false

FA0008390,20151007,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0015989,20150128,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0025954,20150304,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0002376,20150129,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0004701,20150203,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0005770,20150129,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0004760,20150325,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0002862,20150331,K021,"Standard not met: Hot and cold water available",true

FA0001299,20150319,K021,"Standard not met: Hot and cold water available",false

FA0009313,20150203,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0004448,20151014,K005,"Standard not met: Hands clean and properly washed; gloves used properly",true

FA0006193,20150225,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0005927,20151028,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0000323,20151022,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0010984,20150818,K005,"Standard not met: Hands clean and properly washed; gloves used properly",true

FA0008332,20140609,K013,"Standard not met: Food in good condition, safe and unadulterated",false

FA0008332,20140609,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0014914,20140609,K005,"Standard not met: Hands clean and properly washed; gloves used properly",false

FA0014914,20140609,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0010989,20140609,K035,"Standard not met: Equipment/Utensils - approved; installed; clean; good repair, capacity",false

FA0010989,20140609,K038,"Standard not met: Adequate ventilation and lighting; designated area",false

FA0009119,20140818,K039,"Standard not met: Thermometers provided and accurate",false

FA0009119,20140818,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0014696,20140818,K039,"Standard not met: Thermometers provided and accurate",false

FA0014796,20140818,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0010210,20151103,K030,"Standard not met: Food storage; food storage containers identified",false

FA0012742,20160510,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0012941,20150917,K047,"Standard not met: Signs posted; last inspection report available",false

FA0010167,20151013,K047,"Standard not met: Signs posted; last inspection report available",false

FA0013572,20150401,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0011905,20150305,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0009267,20150319,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0003096,20150828,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0005597,20150128,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0017053,20150925,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0008112,20150213,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0000558,20150518,K030,"Standard not met: Food storage; food storage containers identified",false

FA0013041,20150109,K039,"Standard not met: Thermometers provided and accurate",false

FA0010053,20150623,K039,"Standard not met: Thermometers provided and accurate",false

FA0007370,20150114,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0010053,20150623,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0002481,20151103,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0015918,20150414,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0008045,20150604,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0009111,20150326,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0010868,20150721,K047,"Standard not met: Signs posted; last inspection report available",false

FA0009796,20150625,K047,"Standard not met: Signs posted; last inspection report available",false

FA0008952,20151023,K034,"Standard not met: Warewashing facilities: installed, maintained, used; test strips",false

FA0002799,20150204,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0009111,20150326,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0007357,20150323,K030,"Standard not met: Food storage; food storage containers identified",false

FA0004994,20150527,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0004990,20150319,K039,"Standard not met: Thermometers provided and accurate",false

FA0003487,20150528,K040,"Standard not met: Wiping cloths: properly used and stored",false

FA0007979,20150120,K047,"Standard not met: Signs posted; last inspection report available",false

FA0015697,20150129,K039,"Standard not met: Thermometers provided and accurate",false

FA0004186,20150921,K047,"Standard not met: Signs posted; last inspection report available",false

FA0007947,20150310,K047,"Standard not met: Signs posted; last inspection report available",false

FA0007767,20151125,K047,"Standard not met: Signs posted; last inspection report available",false

FA0003551,20150319,K039,"Standard not met: Thermometers provided and accurate",false

FA0009335,20150911,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0008033,20150414,K045,"Standard not met: Floors, walls and ceilings: built, maintained, and clean",false

FA0010096,20150807,K027,"Standard not met: Food separated and protected",false

FA0009327,20150224,K027,"Standard not met: Food separated and protected",false

FA0007986,20150826,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0015195,20150427,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0009917,20150916,K027,"Standard not met: Food separated and protected",false

FA0005320,20150813,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009070,20151027,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0002414,20150210,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0007536,20150820,K027,"Standard not met: Food separated and protected",false

FA0014545,20151116,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0007941,20151119,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0005269,20150219,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0003048,20150212,K027,"Standard not met: Food separated and protected",false

FA0009461,20150731,K027,"Standard not met: Food separated and protected",false

FA0001643,20150427,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0002517,20150109,K027,"Standard not met: Food separated and protected",false

FA0010178,20150224,K027,"Standard not met: Food separated and protected",false

FA0012135,20151027,K027,"Standard not met: Food separated and protected",false

FA0001125,20150904,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0005495,20150224,K027,"Standard not met: Food separated and protected",false

FA0003087,20150909,K027,"Standard not met: Food separated and protected",false

FA0009812,20150123,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0011400,20150819,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0014390,20150305,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0003490,20150330,K027,"Standard not met: Food separated and protected",false

FA0019488,20150414,K027,"Standard not met: Food separated and protected",false

FA0007706,20150330,K027,"Standard not met: Food separated and protected",false

FA0009501,20151201,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0004610,20150414,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0005495,20150224,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0004012,20150507,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0011905,20140610,K027,"Standard not met: Food separated and protected",false

FA0011905,20140610,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0016369,20140703,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0016369,20140703,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0009414,20140707,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0010445,20151019,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0000723,20160505,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0015698,20150514,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0000523,20150421,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0004401,20150511,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0007549,20150323,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0017065,20140617,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0004682,20140617,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0005513,20140709,K027,"Standard not met: Food separated and protected",false

FA0018744,20140711,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0024158,20140711,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0006894,20140724,K027,"Standard not met: Food separated and protected",false

FA0006902,20140801,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0006930,20140805,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0016302,20140804,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0015788,20140815,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0011955,20150219,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0008159,20150820,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0026198,20150929,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0016902,20150115,K027,"Standard not met: Food separated and protected",false

FA0004999,20150804,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0001028,20160420,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0010031,20150805,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0008095,20151029,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0001431,20140603,K027,"Standard not met: Food separated and protected",false

FA0001431,20140603,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0008307,20140605,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0008307,20140605,K027,"Standard not met: Food separated and protected",false

FA0007804,20140620,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0007804,20140620,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0006938,20140623,K027,"Standard not met: Food separated and protected",false

FA0006938,20140623,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0009542,20140624,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0011524,20140716,K027,"Standard not met: Food separated and protected",false

FA0011524,20140716,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0011524,20140716,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0008209,20140717,K027,"Standard not met: Food separated and protected",false

FA0008209,20140717,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0001320,20140808,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0002733,20140808,K027,"Standard not met: Food separated and protected",false

FA0002733,20140808,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0002733,20140808,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0007909,20140821,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0007909,20140821,K027,"Standard not met: Food separated and protected",false

FA0014018,20150730,K027,"Standard not met: Food separated and protected",false

FA0010445,20151019,K027,"Standard not met: Food separated and protected",false

FA0001442,20150420,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0012414,20150413,K027,"Standard not met: Food separated and protected",false

FA0016528,20150506,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0001542,20150925,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0017122,20150421,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0007361,20150522,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0010897,20150930,K027,"Standard not met: Food separated and protected",false

FA0009923,20150714,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0011905,20150305,K027,"Standard not met: Food separated and protected",false

FA0009059,20150310,K027,"Standard not met: Food separated and protected",false

FA0007530,20150428,K027,"Standard not met: Food separated and protected",false

FA0012925,20150901,K027,"Standard not met: Food separated and protected",false

FA0008045,20150604,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0009310,20150623,K027,"Standard not met: Food separated and protected",false

FA0000551,20140625,K027,"Standard not met: Food separated and protected",false

FA0000551,20140625,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0008057,20140624,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0005036,20140722,K027,"Standard not met: Food separated and protected",false

FA0005036,20140722,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009718,20140811,K027,"Standard not met: Food separated and protected",false

FA0009718,20140811,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0012007,20140812,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0015710,20140825,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0006903,20140826,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0007560,20140826,K027,"Standard not met: Food separated and protected",false

FA0007624,20150312,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0007353,20150128,K027,"Standard not met: Food separated and protected",false

FA0005158,20160429,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0014550,20150324,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0001978,20150518,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0003564,20150628,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0026715,20151120,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009452,20150205,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0009780,20140523,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0026522,20140605,K027,"Standard not met: Food separated and protected",false

FA0011082,20140606,K027,"Standard not met: Food separated and protected",false

FA0011082,20140606,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009410,20140627,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0014356,20140630,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009914,20140630,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0004836,20140729,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009433,20140729,K027,"Standard not met: Food separated and protected",false

FA0013034,20140814,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0013034,20140814,K027,"Standard not met: Food separated and protected",false

FA0013034,20140814,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0007440,20140829,K041,"Standard not met: Plumbing; proper backflow devices",false

FA0015989,20140829,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0005130,20150218,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0021348,20150309,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0025381,20160204,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0011818,20150406,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009783,20150218,K044,"Standard not met: Premises; personal/cleaning items; vermin-proofing",false

FA0009036,20150519,K026,"Standard not met: Approved thawing methods used, frozen food",false

FA0016663,20150128,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0003503,20150519,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0001542,20150925,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0004002,20150224,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0003137,20150625,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007466,20150120,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0004466,20150414,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0007767,20151125,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0004619,20151019,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007876,20150204,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0015049,20150723,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0005205,20150922,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0003508,20160328,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0005985,20151014,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0001655,20150604,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0015401,20151116,K010,"Standard not met: Proper cooking time & temperatures",true

FA0004924,20150202,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0002729,20150224,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0026715,20151120,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0011905,20150305,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0027342,20150311,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0001978,20150518,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0005691,20150501,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0028453,20150504,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009474,20151103,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0016115,20150821,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0000723,20160505,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009214,20150217,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007612,20150427,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0029272,20160129,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0002638,20150413,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009904,20140609,K032,"Standard not met: Food properly labeled & honestly presented",false

FA0008211,20140609,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0011905,20140610,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0004744,20140610,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0006097,20140702,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0013914,20140702,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0027605,20140703,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0007583,20150121,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0015375,20150306,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0013967,20160505,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0004972,20150603,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0009344,20150205,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0014091,20150414,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0005716,20150202,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0000357,20150625,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0005226,20160201,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0000672,20150902,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0006003,20150403,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0007640,20140527,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0026522,20140528,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0004123,20140528,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0004123,20140528,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0013883,20140529,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0016797,20150413,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0016822,20151007,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0009523,20151015,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0012381,20150317,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0008356,20150109,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0016735,20150121,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0010183,20150917,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0027677,20150827,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0011588,20151113,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0027386,20150313,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0008064,20150210,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0006003,20150403,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0006120,20140602,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0006120,20140602,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0001646,20140602,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0006003,20140603,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0022027,20140709,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0022027,20140709,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0012863,20140710,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0009149,20140710,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0010275,20150209,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0007560,20150408,K004,"Standard not met: Proper eating, tasting, drinking or tobacco use",false

FA0009950,20150129,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0010182,20150422,K014,"Standard not met: Food contact surfaces: clean and sanitized",false

FA0015984,20151118,K036,"Standard not met: Equipment, utensils and linens: storage and use",false

FA0009160,20150410,K014,"Standard not met: Food contact surfaces: clean and sanitized",true

FA0027605,20140703,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0013600,20140702,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0009414,20140707,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0010761,20140730,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0015563,20150122,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0017308,20150903,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0004436,20151113,K001,"Standard not met: Demonstration of knowledge; food safety certification",false

FA0028996,20150615,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0012160,20151113,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

FA0004012,20150507,K006,"Standard not met: Adequate handwashing facilities supplied & accessible",false

