W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0001255,MENCHIE'S,"1862 EUCLID AVE
BERKELEY, CA
(37.875424, -122.260209)",11/30/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001040,BERKELEY BOWL MARKET PLACE,"2020 OREGON ST
BERKELEY, CA
(37.857549, -122.26746)",12/16/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000195,KING YEN,"2995 COLLEGE AVE
BERKELEY, CA
(37.856239, -122.252969)",09/29/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000457,BIOFUEL OASIS COOPERATIVE,"1441 ASHBY AVE
BERKELEY, CA
(37.853268, -122.279289)",07/02/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001219,SALKHI PETROLEUM INC.,"2996 TELEGRAPH AVE
BERKELEY, CA
(37.856326, -122.259709)",04/23/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000090,7-ELEVEN/1501UNIV  1099/1615,"1501 UNIVERSITY AVE
BERKELEY, CA
(37.870513, -122.281552)",03/07/2016,0,0,0,0,0,0,0,1,0,0,05/16/2016 05:00:02 AM
FA0001434,CINNAHOLIC,"2132 OXFORD ST
BERKELEY, CA
(37.870375, -122.265932)",03/12/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000054,PANINI,"2115 ALLSTON WY
BERKELEY, CA
(37.869499, -122.267222)",08/26/2015,0,0,0,0,0,0,0,1,0,0,05/16/2016 05:00:02 AM
FA0000637,NORDIC HOUSE,"2709 SAN PABLO AVE
BERKELEY, CA
(37.857181, -122.28824)",04/17/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001471,KAZE,"1956 SHATTUCK AVE
BERKELEY, CA
(37.872771, -122.268466)",03/18/2016,0,1,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001614,BRITTANY CREPES,"913 UNIVERSITY AVE
BERKELEY, CA
(37.868371, -122.29609)",03/18/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000452,UNCOMMON CAFE,"2817 7TH ST
BERKELEY, CA
(37.854531, -122.292241)",09/11/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001517,BERKELEY PUBLIC,"2518-C DURANT AVE
BERKELEY, CA
(37.867905, -122.258265)",02/08/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001107,ASHA TEA HOUSE,"2086 UNIVERSITY AVE
BERKELEY, CA
(37.87208, -122.268601)",09/10/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001620,LAPPERTS ICE CREAM,"2401 TELEGRAPH AVE
BERKELEY, CA
(37.866919, -122.258812)",,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000119,VIRGINIA BAKERY,"1690 SHATTUCK AVE
BERKELEY, CA
(37.876838, -122.268984)",01/28/2016,0,0,0,0,0,0,0,1,0,0,05/16/2016 05:00:02 AM
FA0000400,PIC 'N PAC LIQUORS,"1296 SAN PABLO AVE
BERKELEY, CA
(37.851095, -122.283297)",08/25/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001582,MOUNTAIN MIKE'S PIZZA,"1610 SAN PABLO AVE
BERKELEY, CA
(37.874943, -122.294097)",12/28/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000487,THE BOOT STRAPPER,"2836 SACRAMENTO ST
BERKELEY, CA
(37.856153, -122.27971)",03/27/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000271,THE HOMEMADE CAFE,"2454 SACRAMENTO ST
BERKELEY, CA
(37.86297, -122.281294)",02/23/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000534,AKI'S RESTAURANT,"2505-C HEARST AVE
BERKELEY, CA
(37.875072, -122.260226)",01/21/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000290,NICK'S LOUNGE,"3218 ADELINE ST
BERKELEY, CA
(37.850299, -122.270926)",05/20/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001019,"THE LOCAL BUTCHER SHOP, LLC","1600 SHATTUCK AVE
BERKELEY, CA
(37.878112, -122.269114)",12/07/2015,0,1,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000419,"THE CHEESE BOARD, INC.","1504 SHATTUCK AVE
BERKELEY, CA
(37.880147, -122.26935)",01/13/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000174,CHEVRON #306143  1099/1615,"1399 SAN PABLO AVE
BERKELEY, CA
(37.878926, -122.295247)",05/29/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001574,85C BAKERY CAFE,"21 SHATTUCK SQ
BERKELEY, CA
(37.871976, -122.267811)",11/24/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001370,CASA LATINA BAKERY,"1805 SAN PABLO AVE
BERKELEY, CA
(37.871635, -122.29288)",12/09/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000052,STARBUCKS COFFEE #9217,"2128 OXFORD ST
BERKELEY, CA
(37.870442, -122.26594)",03/12/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001024,SMOKE BERKELEY,"2434 SAN PABLO AVE
BERKELEY, CA
(37.862197, -122.289992)",03/03/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001340,ARTIS COFFEE ROASTERS,"1717 4TH ST
BERKELEY, CA
(37.871086, -122.301002)",06/09/2014,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000421,THE JUICE BAR COLLECTIVE,"2114 VINE ST
BERKELEY, CA
(37.880307, -122.26872)",01/20/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001584,ONE GOOD CHOICE,"2428 SHATTUCK AVE
BERKELEY, CA
(37.865198, -122.267579)",12/17/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001645,HIMALAYAN TANDOORI & CURRY,"1645 SOLANO AVE
BERKELEY, CA
(37.891148, -122.283385)",,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000472,TIP TOP LIQUORS & DELI  1099/1615,"3012 SAN PABLO AVE
BERKELEY, CA
(37.85168, -122.286595)",07/22/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000558,JAMES KENNEY REC CTR SNACK BAR,"1720 EIGHTH ST
BERKELEY, CA
(37.87198, -122.296695)",05/20/2014,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0001213,THE BLEEKER BISTRO,"2498 TELEGRAPH AVE
BERKELEY, CA
(37.865121, -122.258455)",10/14/2015,1,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001453,HANDLE BAR,"982 984 UNIVERSITY AVE
BERKELEY, CA
(37.868529, -122.294699)",07/23/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0001057,ALTA BATES MEDICAL CTR FOOD SERV,"2450 ASHBY AVE
BERKELEY, CA
(37.856488, -122.257329)",05/28/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000646,MO'JOE CAFE,"2517 SACRAMENTO ST
BERKELEY, CA
(37.861539, -122.28079)",08/13/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000222,RIVOLI RESTAURANT,"1539 SOLANO AVE
BERKELEY, CA
(37.890984, -122.286311)",01/21/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000672,IMPERIAL TEA COURT,"1511-F SHATTUCK AVE
BERKELEY, CA
(37.879781, -122.269181)",11/02/2015,0,0,0,0,0,0,0,1,0,0,05/16/2016 05:00:02 AM
FA0001529,DOT ISLAND GRILL,"2431-A DURANT AVE
BERKELEY, CA
(37.86769, -122.259939)",07/06/2015,0,1,0,0,0,0,0,1,0,0,05/16/2016 05:00:03 AM
FA0000665,NINA'S CAFE,"2703 SEVENTH ST
BERKELEY, CA
(37.856469, -122.292868)",09/17/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000012,MI RANCHITO BAYSIDE MARKET,"2032 SAN PABLO AVE
BERKELEY, CA
(37.868592, -122.292058)",05/09/2014,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000076,TURKISH KITCHEN INC.,"1984 SHATTUCK AVE
BERKELEY, CA
(37.872493, -122.268438)",01/28/2016,0,1,0,0,0,0,0,1,0,0,05/16/2016 05:00:02 AM
FA0000380,ICI ICE CREAM,"2948 COLLEGE AVE
BERKELEY, CA
(37.857397, -122.253087)",09/18/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000005,MILAN  1099/1617,"990 UNIVERSITY AVE
BERKELEY, CA
(37.868561, -122.29454)",12/04/2013,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000896,STAR MEATS LLC,"3068 CLAREMONT AVE
BERKELEY, CA
(37.854643, -122.248068)",11/10/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:03 AM
FA0000785,VENUS RESTAURANT,"2327 SHATTUCK AVE
BERKELEY, CA
(37.867064, -122.267656)",09/30/2015,0,1,0,0,0,0,0,1,0,0,05/16/2016 05:00:02 AM
FA0000531,CHEESE 'N STUFF,"2442 DURANT AVE
BERKELEY, CA
(37.867643, -122.260295)",02/03/2014,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000769,KIP'S,"2439 DURANT AVE
BERKELEY, CA
(37.867745, -122.259528)",10/02/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000790,DOLLAR TREE #3454,"2440 SHATTUCK AVE
BERKELEY, CA
(37.865042, -122.267562)",11/06/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000677,MANDARIN HOUSE RESTAURANT,"2519-D DURANT AVE
BERKELEY, CA
(37.867935, -122.258021)",02/04/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000189,MONTEREY FISH MARKET,"1582 HOPKINS ST
BERKELEY, CA
(37.881868, -122.281567)",10/15/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000612,EDIBLE ARRANGEMENTS,"3079 TELEGRAPH AVE
BERKELEY, CA
(37.854387, -122.259886)",03/10/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000544,SHATTUCK MARKET,"2441 SHATTUCK AVE
BERKELEY, CA
(37.865326, -122.267454)",08/11/2015,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
FA0000704,IPPUKU,"2130 CENTER ST
BERKELEY, CA
(37.870437, -122.267125)",02/09/2016,0,0,0,0,0,0,0,0,0,0,05/16/2016 05:00:02 AM
