Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Location
12TH AVE CAFE,12TH AVE CAFE,03/29/2006,Seating 13-50 - Risk Category III,775 NW GILMAN BL C-08,Issaquah,98027,(425) 397-5975,-122.050321,47.543325,12TH AVE CAFE,Routine Inspection/Field Review,26,Unsatisfactory,false,blue,In-use utensils properly stored,3,PR0044084,DA1509328,IV0544796,
12TH AVE CAFE,12TH AVE CAFE,03/29/2006,Seating 13-50 - Risk Category III,775 NW GILMAN BL C-08,Issaquah,98027,(425) 397-5975,-122.050321,47.543325,12TH AVE CAFE,Routine Inspection/Field Review,26,Unsatisfactory,false,blue,"Utensils, equipment, linens properly stored,...",3,PR0044084,DA1509328,IV0544797,
12TH AVE CAFE,12TH AVE CAFE,03/29/2006,Seating 13-50 - Risk Category III,775 NW GILMAN BL C-08,Issaquah,98027,(425) 397-5975,-122.050321,47.543325,12TH AVE CAFE,Routine Inspection/Field Review,26,Unsatisfactory,false,red,Proper Consumer Advisory posted for raw ...,5,PR0044084,DA1509328,IV0544798,
12TH AVE CAFE,12TH AVE CAFE,03/29/2006,Seating 13-50 - Risk Category III,775 NW GILMAN BL C-08,Issaquah,98027,(425) 397-5975,-122.050321,47.543325,12TH AVE CAFE,Routine Inspection/Field Review,26,Unsatisfactory,false,red,Hands washed as required,15,PR0044084,DA1509328,IV0544795,
12TH AVE CAFFE,12TH AVE CAFFE,01/06/2016,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,0,Incomplete,false,,,0,PR0076550,DASDA6CA7,,
12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,blue,3900 - Single use and single service articles properly...,3,PR0076550,DAOMSUBLC,IVLVTLQ0W,
12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0076550,DAOMSUBLC,IVGW3BVDT,
12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0076550,DAOMSUBLC,IVQ87BI15,
12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,red,2200 - Accurate thermometer provided and used ...,5,PR0076550,DAOMSUBLC,IVUOXVEYH,
12TH AVE CAFFE,12TH AVE CAFFE,01/02/2014,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,blue,3900 - Single use and single service articles properly...,3,PR0076550,DA2486537,IV6825808,
AMAZON.COM. dedc LLC,AMAZON.COM. dedc LLC,,Grocery Store-no seating - Risk Category I,13537 AURORA AVE N,SEATTLE,98133,(206) 266-1000,,,,,,,,,,0,PR0085449,,,
12TH AVE CAFFE,12TH AVE CAFFE,01/02/2014,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0076550,DA2486537,IV6825815,
12TH AVE CAFFE,12TH AVE CAFFE,01/02/2014,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,false,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0076550,DA2486537,IV6825772,
12TH AVE CAFFE,12TH AVE CAFFE,01/29/2013,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0076550,DA2409773,,
12TH AVE CAFFE,12TH AVE CAFFE,02/07/2012,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0076550,DA2303895,,
12TH AVE CAFFE,12TH AVE CAFFE,01/26/2011,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0076550,DA2188256,,
12TH AVE CAFFE,12TH AVE CAFFE,02/09/2010,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,15,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0076550,DA2077223,IV1632260,
12TH AVE CAFFE,12TH AVE CAFFE,02/09/2010,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,15,Unsatisfactory,false,red,0200 - Food Worker Cards current for all food...,5,PR0076550,DA2077223,IV1632261,
12TH AVE CAFFE,12TH AVE CAFFE,02/09/2009,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,10,Unsatisfactory,false,blue,2900 - Adequate equipment for temperature control,5,PR0076550,DA1948129,IV0746627,
12TH AVE CAFFE,12TH AVE CAFFE,02/09/2009,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,10,Unsatisfactory,false,red,0200 - Food Worker Cards current for all food...,5,PR0076550,DA1948129,IV0746626,
12TH AVE CAFFE,12TH AVE CAFFE,02/11/2008,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,5,Unsatisfactory,false,red,Food Worker Cards current for all food...,5,PR0076550,DA1804108,IV0610868,
12TH AVE CAFFE,12TH AVE CAFFE,05/07/2007,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,5,Unsatisfactory,false,red,Food Worker Cards current for all food...,5,PR0076550,DA1684070,IV0583365,
13 COINS,13 COINS,01/12/2016,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,5,Satisfactory,false,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0002215,DAYNBAEYL,IV4B2YFUN,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,blue,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0002215,DAOS9VXMJ,IVUQMG08F,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0002215,DAOS9VXMJ,IVCJ7XSSQ,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,blue,3700 - In-use utensils properly stored,3,PR0002215,DAOS9VXMJ,IVJ9VQFBH,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,blue,3000 - Proper thawing methods used,3,PR0002215,DAOS9VXMJ,IVQBRCVWL,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0002215,DAOS9VXMJ,IV0M3CCU7,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,red,1500 - Proper handling of pooled eggs,5,PR0002215,DAOS9VXMJ,IVRMFLVSW,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,red,1600 - Proper cooling procedure,25,PR0002215,DAOS9VXMJ,IVFEVLDG9,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,red,1900 - No room temperature storage; proper use of time...,25,PR0002215,DAOS9VXMJ,IVWH58MLH,
13 COINS,13 COINS,12/29/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,86,Unsatisfactory,false,red,1400 - Raw meats below and away from ready to eat food; species separated,5,PR0002215,DAOS9VXMJ,IVSQ4IH0U,
13 COINS,13 COINS,12/28/2015,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0004264,DAYBWTXES,,
13 COINS,13 COINS,10/26/2015,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,false,red,1500 - Proper handling of pooled eggs,5,PR0004264,DAJO6XI0O,IVCYYEMUL,
13 COINS,13 COINS,10/26/2015,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DAJO6XI0O,IVUEYJMSF,
13 COINS,13 COINS,08/06/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0002215,DAMXQAZDI,,
13 COINS,13 COINS,03/11/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,false,blue,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0002215,DAEMXZJHL,IVNRXPOCN,
13 COINS,13 COINS,03/11/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,false,red,1400 - Raw meats below and away from ready to eat food; species separated,5,PR0002215,DAEMXZJHL,IVZ0WUS0Z,
13 COINS,13 COINS,03/11/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002215,DAEMXZJHL,IVHV70VOA,
13 COINS,13 COINS,03/11/2015,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,false,red,"2500 - Toxic substances properly identified,...",10,PR0002215,DAEMXZJHL,IVTHBJ0LS,
13 COINS,13 COINS,10/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA6OJHVHZ,IVM2NMXSP,
13 COINS,13 COINS,10/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0004264,DA6OJHVHZ,IVYXFCVXH,
13 COINS,13 COINS,10/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,false,red,1900 - No room temperature storage; proper use of time...,25,PR0004264,DA6OJHVHZ,IV6P9C6ZM,
13 COINS,13 COINS,10/03/2014,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,25,Unsatisfactory,false,red,1600 - Proper cooling procedure,25,PR0002215,DABQ9A1UC,IV7RY2EX4,
13 COINS,13 COINS,06/26/2014,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,12,Satisfactory,false,blue,4000 - Food and non-food surfaces properly used and...,5,PR0002215,DAVE48J10,IVFFCDHBW,
13 COINS,13 COINS,06/26/2014,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,12,Satisfactory,false,blue,4900 - Adequate ventilation; lighting; designated area...,2,PR0002215,DAVE48J10,IVVMJQ5OP,
13 COINS,13 COINS,06/26/2014,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,12,Satisfactory,false,blue,"4500 - Sewage, waste water properly disposed",5,PR0002215,DAVE48J10,IVLKWU400,
13 COINS,13 COINS,05/22/2014,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0002215,DA0BCVLYE,,
13 COINS,13 COINS,04/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Return Inspection,0,Satisfactory,false,,,0,PR0004264,DA4WSK72J,,
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,true,red,1710 - Proper hot holding temperatures (less than130 degrees),25,PR0004264,DAUZEEQOY,IV00PDJV0,
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,true,red,0600 - Adequate handwashing facilities,10,PR0004264,DAUZEEQOY,IVCFSON7V,
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,true,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DAUZEEQOY,IV0YCY167,
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,true,red,1900 - No room temperature storage; proper use of time...,25,PR0004264,DAUZEEQOY,IVA0XG0NZ,
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,true,red,1600 - Proper cooling procedure,25,PR0004264,DAUZEEQOY,IV6XG0AV8,
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,true,red,1500 - Proper handling of pooled eggs,5,PR0004264,DAUZEEQOY,IVJF4V02V,
13 COINS,13 COINS,01/14/2014,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0002215,DA8CPGLDG,,
13 COINS,13 COINS,11/27/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,17,Unsatisfactory,false,blue,"4100 - Warewashing facilities properly installed,...",5,PR0004264,DAJE072FF,IVID4WRLY,
13 COINS,13 COINS,11/27/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,17,Unsatisfactory,false,blue,4900 - Adequate ventilation; lighting; designated area...,2,PR0004264,DAJE072FF,IVNVZSMVG,
13 COINS,13 COINS,11/27/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,17,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DAJE072FF,IVKIF9TJF,
13 COINS,13 COINS,08/23/2013,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0002215,DA1RMAAOB,,
13 COINS,13 COINS,06/24/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0004264,DAIFW7SXY,,
13 COINS,13 COINS,06/19/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0004264,DARVDULLQ,,
13 COINS,13 COINS,04/18/2013,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0002215,DA4FPRKK2,,
13 COINS,13 COINS,03/28/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0004264,DA02S9QOW,IVXWIIHJQ,
13 COINS,13 COINS,03/28/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA02S9QOW,IVAMGN8KX,
13 COINS,13 COINS,11/15/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0002215,DA2390115,,
13 COINS,13 COINS,10/22/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0004264,DA2382240,IV6074070,
13 COINS,13 COINS,10/22/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA2382240,IV6074089,
13 COINS,13 COINS,05/14/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0004264,DA2333507,,
13 COINS,13 COINS,04/03/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,0,Complete,false,,,0,PR0002215,DA2321162,,
13 COINS,13 COINS,03/27/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,0,Satisfactory,false,,,0,PR0002215,DA2318649,,
13 COINS,13 COINS,03/12/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,false,blue,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0002215,DA2313907,IV5009556,
13 COINS,13 COINS,03/12/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002215,DA2313907,IV5009550,
13 COINS,13 COINS,02/28/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,false,blue,"4100 - Warewashing facilities properly installed,...",5,PR0004264,DA2310146,IV4914845,
13 COINS,13 COINS,02/28/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,false,red,0600 - Adequate handwashing facilities,10,PR0004264,DA2310146,IV4914881,
13 COINS,13 COINS,01/24/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,0,Satisfactory,false,,,0,PR0002215,DA2299409,,
13 COINS,13 COINS,01/10/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,13,Unsatisfactory,false,blue,4300 - Non-food contact surfaces maintained and clean,3,PR0002215,DA2296343,IV4589085,
13 COINS,13 COINS,01/10/2012,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,13,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002215,DA2296343,IV4589124,
13 COINS,13 COINS,12/01/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0002215,DA2285367,,
13 COINS,13 COINS,11/30/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,15,Unsatisfactory,false,blue,"4100 - Warewashing facilities properly installed,...",5,PR0002215,DA2284889,IV4408936,
13 COINS,13 COINS,11/30/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,15,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002215,DA2284889,IV4408956,
13 COINS,13 COINS,11/22/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,15,Unsatisfactory,false,blue,"4100 - Warewashing facilities properly installed,...",5,PR0002215,DA2282904,IV4379894,
13 COINS,13 COINS,11/22/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Return Inspection,15,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002215,DA2282904,IV4379937,
13 COINS,13 COINS,11/14/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,false,blue,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0002215,DA2280584,IV4347569,
13 COINS,13 COINS,11/14/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,false,blue,"4100 - Warewashing facilities properly installed,...",5,PR0002215,DA2280584,IV4347587,
13 COINS,13 COINS,11/14/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,false,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002215,DA2280584,IV4347592,
13 COINS,13 COINS,11/14/2011,Seating 51-150 - Risk Category III,125 BOREN AVE N ,Seattle,98109,(206) 382-1313,-122.3362285865,47.6193632585,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,false,red,1900 - No room temperature storage; proper use of time...,25,PR0002215,DA2280584,IV4347579,
13 COINS,13 COINS,10/24/2011,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Routine Inspection/Field Review,5,Satisfactory,false,blue,2900 - Adequate equipment for temperature control,5,PR0004264,DA2274017,IV4248104,
13 COINS,13 COINS,08/01/2011,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.2957679697,47.4415898055,13 COINS,Consultation/Education - Field,0,Complete,false,,,0,PR0004264,DA2246040,,
